App,Perf,Arg,Timestamp,scheduler idle,scheduler stalls,ibuffer stalls,scoreboard stalls,operands stalls,ifetches,loads,stores,ifetch latency,load latency,instrs,Timestamp
demo,1,-n64,2025-03-30T04:54:10.105547,28939 (89%),1 (0%),11779 (36%),"13865 (42%) (alu=26%, fpu=0%, lsu=73%, csrs=0%, wctl=0%)",332 (1%),3602,4975,3537,23 cycles,27 cycles,"26476, cycles=32448, IPC=0.815952",2025-03-30T04:54:10.105547
demo,1,-n128,2025-03-30T04:54:15.028549,87832 (93%),1 (0%),69150 (73%),"72553 (77%) (alu=24%, fpu=0%, lsu=75%, csrs=0%, wctl=0%)",588 (0%),5906,9071,5585,44 cycles,98 cycles,"44908, cycles=93645, IPC=0.479556",2025-03-30T04:54:15.028549
demo,2,-n16,2025-03-30T04:54:16.317084,coalescer misses=2892 (hit ratio=15%),"2438 (reads=523, writes=1915)",73 cycles,0 (utilization=100%),"12652, cycles=22745, IPC=0.556254",2025-03-30T04:54:16.317084
demo,2,-n32,2025-03-30T04:54:17.845637,coalescer misses=4236 (hit ratio=14%),"3014 (reads=587, writes=2427)",82 cycles,0 (utilization=100%),"17260, cycles=27103, IPC=0.636830",2025-03-30T04:54:17.845637
demo,2,-n64,2025-03-30T04:54:19.654081,coalescer misses=6924 (hit ratio=13%),"4171 (reads=720, writes=3451)",60 cycles,0 (utilization=100%),"26476, cycles=32448, IPC=0.815952",2025-03-30T04:54:19.654081
demo,2,-n128,2025-03-30T04:54:24.572334,coalescer misses=12300 (hit ratio=13%),"14155 (reads=8656, writes=5499)",47 cycles,0 (utilization=100%),"44908, cycles=93645, IPC=0.479556",2025-03-30T04:54:24.572334
demo,3,-n16,2025-03-30T04:54:25.849441,86%,"12652, cycles=22745, IPC=0.556254",2025-03-30T04:54:25.849441
demo,3,-n32,2025-03-30T04:54:27.364352,89%,"17260, cycles=27103, IPC=0.636830",2025-03-30T04:54:27.364352
demo,3,-n64,2025-03-30T04:54:29.171187,93%,"26476, cycles=32448, IPC=0.815952",2025-03-30T04:54:29.171187
demo,3,-n128,2025-03-30T04:54:34.081306,95%,"44908, cycles=93645, IPC=0.479556",2025-03-30T04:54:34.081306
sgemm,1,-n16,2025-03-30T04:54:36.196190,24180 (79%),1 (0%),2847 (9%),"8023 (26%) (alu=38%, fpu=0%, lsu=60%, csrs=0%, wctl=0%)",193 (0%),6563,12922,2392,10 cycles,11 cycles,"49821, cycles=30605, IPC=1.627871",2025-03-30T04:54:36.196190
sgemm,1,-n32,2025-03-30T04:54:41.811650,61463 (62%),1 (0%),9287 (9%),"42450 (43%) (alu=30%, fpu=0%, lsu=69%, csrs=0%, wctl=0%)",577 (0%),36931,82554,5464,4 cycles,8 cycles,"292765, cycles=98256, IPC=2.979614",2025-03-30T04:54:41.811650
sgemm,1,-n64,2025-03-30T04:55:16.252155,391353 (60%),1 (0%),82321 (12%),"349097 (53%) (alu=26%, fpu=0%, lsu=73%, csrs=0%, wctl=0%)",2113 (0%),258755,590458,17752,4 cycles,9 cycles,"2067357, cycles=649970, IPC=3.180696",2025-03-30T04:55:16.252155
sgemm,1,-n128,2025-03-30T04:59:43.984205,3193683 (62%),1 (0%),387157 (7%),"3080380 (59%) (alu=27%, fpu=0%, lsu=72%, csrs=0%, wctl=0%)",8257 (0%),1948867,4457082,66904,3 cycles,11 cycles,"15588253, cycles=5142412, IPC=3.031312",2025-03-30T04:59:43.984205
sgemm,2,-n16,2025-03-30T04:59:46.082742,coalescer misses=2780 (hit ratio=41%),"2410 (reads=396, writes=2014)",58 cycles,0 (utilization=100%),"49821, cycles=30605, IPC=1.627871",2025-03-30T04:59:46.082742
sgemm,2,-n32,2025-03-30T04:59:51.803752,coalescer misses=6812 (hit ratio=61%),"4622 (reads=496, writes=4126)",50 cycles,0 (utilization=100%),"292765, cycles=98256, IPC=2.979614",2025-03-30T04:59:51.803752
sgemm,2,-n64,2025-03-30T05:00:26.271847,coalescer misses=22940 (hit ratio=76%),"18571 (reads=5988, writes=12583)",28 cycles,0 (utilization=100%),"2067357, cycles=649970, IPC=3.180696",2025-03-30T05:00:26.271847
sgemm,2,-n128,2025-03-30T05:04:55.152108,coalescer misses=87452 (hit ratio=86%),"126123 (reads=79753, writes=46370)",19 cycles,0 (utilization=100%),"15588253, cycles=5142412, IPC=3.031312",2025-03-30T05:04:55.152108
sgemm,3,-n16,2025-03-30T05:04:57.282423,95%,"49821, cycles=30605, IPC=1.627871",2025-03-30T05:04:57.282423
sgemm,3,-n32,2025-03-30T05:05:03.015643,99%,"292765, cycles=98256, IPC=2.979614",2025-03-30T05:05:03.015643
sgemm,3,-n64,2025-03-30T05:05:37.279801,99%,"2067357, cycles=649970, IPC=3.180696",2025-03-30T05:05:37.279801
sgemm,3,-n128,2025-03-30T05:10:04.059497,99%,"15588253, cycles=5142412, IPC=3.031312",2025-03-30T05:10:04.059497
sfilter,1,-n16,2025-03-30T05:10:05.867671,21362 (85%),1 (0%),4449 (17%),"5247 (20%) (alu=52%, fpu=16%, lsu=30%, csrs=0%, wctl=0%)",239 (0%),3768,7102,2140,16 cycles,12 cycles,"27042, cycles=25038, IPC=1.080038",2025-03-30T05:10:05.867671
sfilter,1,-n32,2025-03-30T05:10:09.012384,36981 (74%),2 (0%),14577 (29%),"19209 (38%) (alu=48%, fpu=19%, lsu=31%, csrs=0%, wctl=0%)",855 (1%),12744,30334,4956,9 cycles,9 cycles,"98850, cycles=49633, IPC=1.991619",2025-03-30T05:10:09.012384
sfilter,1,-n64,2025-03-30T05:10:17.858493,105739 (67%),1 (0%),60074 (38%),"74924 (48%) (alu=46%, fpu=20%, lsu=32%, csrs=0%, wctl=0%)",3431 (2%),50280,127486,16732,7 cycles,8 cycles,"399138, cycles=155927, IPC=2.559775",2025-03-30T05:10:17.858493
sfilter,1,-n128,2025-03-30T05:10:50.624783,400358 (66%),1 (0%),257831 (42%),"330379 (54%) (alu=45%, fpu=21%, lsu=33%, csrs=0%, wctl=0%)",13959 (2%),203688,524542,64860,7 cycles,9 cycles,"1626402, cycles=603954, IPC=2.692924",2025-03-30T05:10:50.624783
sfilter,2,-n16,2025-03-30T05:10:52.462533,coalescer misses=2683 (hit ratio=31%),"2256 (reads=392, writes=1864)",55 cycles,0 (utilization=100%),"27042, cycles=25038, IPC=1.080038",2025-03-30T05:10:52.462533
sfilter,2,-n32,2025-03-30T05:10:55.594380,coalescer misses=7142 (hit ratio=38%),"4330 (reads=442, writes=3888)",53 cycles,0 (utilization=100%),"98850, cycles=49633, IPC=1.991619",2025-03-30T05:10:55.594380
sfilter,2,-n64,2025-03-30T05:11:04.498195,coalescer misses=25762 (hit ratio=41%),"13086 (reads=734, writes=12352)",51 cycles,0 (utilization=100%),"399138, cycles=155927, IPC=2.559775",2025-03-30T05:11:04.498195
sfilter,2,-n128,2025-03-30T05:11:37.168613,coalescer misses=101786 (hit ratio=42%),"48825 (reads=1881, writes=46944)",53 cycles,0 (utilization=100%),"1626402, cycles=603954, IPC=2.692924",2025-03-30T05:11:37.168613
sfilter,3,-n16,2025-03-30T05:11:38.989372,90%,"27042, cycles=25038, IPC=1.080038",2025-03-30T05:11:38.989372
sfilter,3,-n32,2025-03-30T05:11:42.118013,97%,"98850, cycles=49633, IPC=1.991619",2025-03-30T05:11:42.118013
sfilter,3,-n64,2025-03-30T05:11:50.970546,99%,"399138, cycles=155927, IPC=2.559775",2025-03-30T05:11:50.970546
sfilter,3,-n128,2025-03-30T05:12:23.603513,99%,"1626402, cycles=603954, IPC=2.692924",2025-03-30T05:12:23.603513
saxpy,1,-n16,2025-03-30T05:12:24.890350,14424 (92%),1 (0%),477 (3%),"1616 (10%) (alu=66%, fpu=1%, lsu=25%, csrs=6%, wctl=0%)",60 (0%),1181,631,1238,27 cycles,47 cycles,"6877, cycles=15513, IPC=0.443306",2025-03-30T05:12:24.890350
saxpy,1,-n32,2025-03-30T05:12:26.311609,17099 (93%),1 (0%),1565 (8%),"1693 (9%) (alu=62%, fpu=1%, lsu=30%, csrs=4%, wctl=0%)",68 (0%),1371,1047,1496,32 cycles,42 cycles,"8341, cycles=18378, IPC=0.453858",2025-03-30T05:12:26.311609
saxpy,1,-n64,2025-03-30T05:12:27.773779,17448 (92%),1 (0%),1758 (9%),"2226 (11%) (alu=52%, fpu=5%, lsu=39%, csrs=2%, wctl=0%)",72 (0%),1532,1463,1624,30 cycles,33 cycles,"9622, cycles=18888, IPC=0.509424",2025-03-30T05:12:27.773779
saxpy,1,-n128,2025-03-30T05:12:29.317226,18680 (91%),1 (0%),3015 (14%),"3776 (18%) (alu=49%, fpu=3%, lsu=45%, csrs=2%, wctl=0%)",80 (0%),1852,2295,1880,27 cycles,27 cycles,"12182, cycles=20440, IPC=0.595988",2025-03-30T05:12:29.317226
saxpy,2,-n16,2025-03-30T05:12:30.607226,coalescer misses=1222 (hit ratio=19%),"1526 (reads=360, writes=1166)",56 cycles,0 (utilization=100%),"6877, cycles=15513, IPC=0.443306",2025-03-30T05:12:30.607226
saxpy,2,-n32,2025-03-30T05:12:32.049411,coalescer misses=1556 (hit ratio=19%),"1871 (reads=473, writes=1398)",55 cycles,0 (utilization=100%),"8341, cycles=18378, IPC=0.453858",2025-03-30T05:12:32.049411
saxpy,2,-n64,2025-03-30T05:12:33.532070,coalescer misses=1680 (hit ratio=21%),"1934 (reads=444, writes=1490)",58 cycles,0 (utilization=100%),"9622, cycles=18888, IPC=0.509424",2025-03-30T05:12:33.532070
saxpy,2,-n128,2025-03-30T05:12:35.064227,coalescer misses=1928 (hit ratio=23%),"2114 (reads=440, writes=1674)",59 cycles,0 (utilization=100%),"12182, cycles=20440, IPC=0.595988",2025-03-30T05:12:35.064227
saxpy,3,-n16,2025-03-30T05:12:36.357241,75%,"6877, cycles=15513, IPC=0.443306",2025-03-30T05:12:36.357241
saxpy,3,-n32,2025-03-30T05:12:37.798612,78%,"8341, cycles=18378, IPC=0.453858",2025-03-30T05:12:37.798612
saxpy,3,-n64,2025-03-30T05:12:39.249308,80%,"9622, cycles=18888, IPC=0.509424",2025-03-30T05:12:39.249308
saxpy,3,-n128,2025-03-30T05:12:40.816826,84%,"12182, cycles=20440, IPC=0.595988",2025-03-30T05:12:40.816826
nearn,1,-n16,2025-03-30T05:12:40.974204,2025-03-30T05:12:40.974204
nearn,1,-n32,2025-03-30T05:12:41.131602,2025-03-30T05:12:41.131602
nearn,1,-n64,2025-03-30T05:12:41.289350,2025-03-30T05:12:41.289350
nearn,1,-n128,2025-03-30T05:12:41.446302,2025-03-30T05:12:41.446302
nearn,2,-n16,2025-03-30T05:12:41.603013,2025-03-30T05:12:41.603013
nearn,2,-n32,2025-03-30T05:12:41.759906,2025-03-30T05:12:41.759906
nearn,2,-n64,2025-03-30T05:12:41.916348,2025-03-30T05:12:41.916348
nearn,2,-n128,2025-03-30T05:12:42.073606,2025-03-30T05:12:42.073606
nearn,3,-n16,2025-03-30T05:12:42.232065,2025-03-30T05:12:42.232065
nearn,3,-n32,2025-03-30T05:12:42.388903,2025-03-30T05:12:42.388903
nearn,3,-n64,2025-03-30T05:12:42.546374,2025-03-30T05:12:42.546374
nearn,3,-n128,2025-03-30T05:12:42.702882,2025-03-30T05:12:42.702882
